aid,label
40028312,0
40028500,0
40028615,0
40028772,0
40029126,0
40029420,0
40029460,1
40029543,0
40029642,0
40029750,0
40030026,0
40030066,0
40030147,0
40030392,0
40030443,0
40030466,0
40030559,0
40030628,0
40030678,1
40030901,0
40031012,1
40031017,0
40031043,0
40031051,0
40031235,0
40031275,1
40031506,0
40031652,0
40031751,0
40031841,1
40031918,0
40031986,0
40032050,1
40032210,0
40032243,0
40032264,1
40032273,0
40032418,0
40032459,0
40032591,0
40032611,0
40032635,0
40032674,0
40032684,0
40032800,0
40032864,0
40032931,0
40032953,0
40033133,0
40033233,1
40033358,0
40033380,0
40033382,0
40033425,0
40033505,0
40033513,0
40033547,0
40033597,0
40033716,0
40033762,0
40033767,0
40033824,0
40033937,0
40033941,1
40034333,1
40034457,0
40034465,0
40034477,0
40034551,0
40034569,0
40034615,1
40034668,0
40034690,0
40034721,0
40034751,0
40034820,0
40034826,0
40034898,0
40034929,0
40035012,0
40035057,0
40035082,0
40035187,0
40035334,0
40035390,0
40035439,0
40035457,0
40035517,1
40035522,0
40035555,0
40035647,0
40036117,0
40036268,1
40036285,0
40036315,0
40036316,0
40036454,0
40036546,1
40036577,1
40036684,0
40036757,0
40036775,0
40036780,0
40036919,0
40036938,1
40037322,0
40037531,0
40037554,0
40037560,0
40037688,0
40037780,0
40037921,0
40037983,0
40038100,0
40038181,0
40038256,0
40038407,0
40038627,0
40038638,0
40038664,0
40038674,0
40038724,0
40038756,0
40039057,0
40039239,0
40039416,0
40039472,0
40039545,0
40039713,0
40039779,0
40039808,0
40039841,1
40039887,1
40040176,1
40040207,0
40040240,0
40040386,0
40040390,0
40040497,1
40040518,1
40040676,0
40040807,0
40040855,0
40041096,0
40041173,0
40041183,0
40041233,1
40041236,0
40041268,0
40041316,0
40041510,1
40041544,0
40041622,0
40041673,0
40041848,0
40041973,0
40042014,0
40042224,0
40042248,0
40042297,0
40042471,1
40042522,1
40042634,0
40042659,0
40042783,0
40042879,0
40043079,0
40043262,1
40043339,0
40043426,0
40043459,0
40043548,0
40043704,0
40043810,1
40043960,0
40044038,0
40044071,0
40044073,0
40044376,0
40044504,0
40044525,0
40044633,0
40044858,1
40045153,0
40045351,0
40045431,0
40045468,0
40045505,0
40045538,0
40045614,0
40045988,0
40045994,0
40046001,1
40046004,0
40046042,0
40046075,0
40046110,0
40046203,0
40046244,0
40046359,0
40046394,1
40046619,1
40046861,0
40046994,0
40047039,0
40047165,0
40047235,0
40047293,0
40047421,0
40047449,0
40047481,1
40047540,0
40047574,0
40047612,0
40047624,0
40047654,1
40047778,1
40047840,0
40047896,0
40048044,0
40048056,1
40048114,0
40048156,1
40048161,0
40048241,0
40048252,0
40048279,0
40048331,0
40048398,1
40048582,0
40048674,0
40048733,0
40048785,0
40048811,0
40048835,0
40048853,0
40048878,0
40049132,0
40049147,1
40049161,0
40049240,0
40049272,0
40049310,0
40049458,0
40049560,0
40049577,0
40049673,0
40049949,0
40049953,0
40049976,0
40050120,0
40050153,1
40050166,0
40050243,1
40050267,0
40050364,0
40050370,0
40050392,0
40050448,0
40050665,0
40050826,0
40050982,0
40051028,0
40051083,1
40051133,0
40051261,0
40051358,0
40051389,0
40051432,1
40051438,1
40051495,0
40051498,0
40051499,0
40051521,1
40051572,1
40051623,0
40051757,0
40051776,1
40051795,0
40051841,0
40051857,0
40051905,0
40051989,0
40052019,0
40052123,0
40052132,0
40052146,1
40052271,0
40052403,1
40052695,1
40052702,1
40052707,0
40052736,0
40052762,0
40052772,0
40052850,0
40052890,1
40052935,0
40052938,0
40053037,0
40053054,0
40053111,0
40053199,0
40053244,0
40053388,1
40053662,0
40053689,0
40053806,0
40053816,0
40053817,1
40053872,0
40053897,1
40053918,0
40053933,0
40054004,0
40054015,0
40054040,1
40054077,1
40054123,0
40054147,0
40054225,1
40054361,1
40054486,0
40054515,0
40054578,0
40054583,0
40054641,0
40054654,0
40054723,0
40054953,0
40055002,0
40055066,1
40055079,0
40055288,0
40055321,0
40055366,0
40055439,0
40055458,1
40055517,1
40055612,0
40055722,1
40055766,0
40055856,0
40055862,0
40056087,0
40056181,0
40056227,0
40056395,0
40056602,0
40056681,0
40056711,1
40056809,0
40056919,1
40056997,1
40057214,1
40057475,0
40057656,0
40057685,0
40057758,1
40057855,0
40058173,0
40058187,0
40058191,0
40058321,0
40058367,1
40058481,0
40058550,1
40058653,0
40058732,0
40058734,0
40059061,1
40059076,1
40059092,0
40059126,0
40059129,0
40059394,0
40059488,0
40059549,0
40059600,0
40059735,0
40059738,0
40059857,0
40060050,1
40060239,0
40060482,0
40060614,0
40060849,0
40060867,0
40060947,0
40060972,0
40061107,0
40061117,0
40061276,0
40061495,0
40061702,0
40061740,1
40061748,0
40061872,0
40061882,0
40061899,1
40061928,0
40061983,0
40062218,0
40062640,0
40062714,0
40062961,0
40062982,0
40062988,0
40063040,0
40063086,0
40063137,0
40063170,0
40063220,0
40063391,0
40063426,0
40063479,0
40063577,0
40063969,0
40063973,0
40064048,1
40064066,0
40064075,0
40064133,0
40064294,0
40064340,0
40064592,1
40064642,0
40064658,0
40064823,0
40064867,0
40064874,0
40064949,1
40065015,0
40065028,0
40065112,0
40065133,0
40065244,0
40065276,0
40065298,0
40065309,0
40065384,0
40065580,0
40065643,0
40065647,0
40065702,0
40065897,1
40065933,0
40065948,0
40065994,1
40066133,1
40066269,0
40066362,0
40066499,1
40066518,0
40066541,1
40066625,0
40066736,0
40066815,1
40067190,0
40067205,1
40067332,0
40067438,1
40067536,0
40067662,1
40067904,1
40068079,0
40068081,0
40068108,0
40068117,0
40068328,0
40068342,0
40068346,0
40068358,0
40068544,0
40068646,0
40068696,1
40068983,0
40069036,0
40069240,0
40069340,0
40069358,1
40069418,0
40069473,0
40069537,0
40069641,0
40069853,0
40069859,0
40069963,1
40070010,1
40070026,0
40070318,1
40070416,0
40070437,0
40070438,0
40070552,1
40070638,0
40070668,1
40070690,1
40070698,0
40070777,0
40070848,0
40070931,1
40070940,0
40070953,0
40070977,0
40071017,0
40071165,0
40071167,0
40071269,0
40071316,0
40071475,0
40071486,0
40071543,0
40071570,0
40071583,1
40071594,0
40071839,0
40072051,0
40072142,0
40072284,0
40072419,0
40072458,0
40072497,1
40072531,0
40072569,0
40072677,0
40072699,0
40072703,0
40072782,1
40072867,0
40072868,0
40073011,0
40073033,0
40073078,0
40073081,0
40073088,0
40073181,0
40073710,0
40073776,0
40073815,0
40073858,0
40073894,0
40073921,0
40074046,0
40074064,0
40074129,1
40074183,0
40074318,1
40074333,1
40074513,0
40074521,0
40074527,1
40074579,0
40074738,0
40074750,1
40074843,0
40074993,1
40075090,1
40075251,0
40075335,1
40075336,0
40075351,0
40075384,1
40075463,0
40075564,0
40075660,0
40075748,0
40075889,0
40075903,0
40075950,0
40076001,0
40076038,1
40076044,0
40076119,0
40076190,0
40076225,0
40076236,1
40076399,0
40076463,0
40076498,0
40076554,0
40076564,1
40076586,0
40076612,0
40076661,0
40076686,0
40076861,0
40076876,0
40077031,0
40077144,0
40077161,0
40077208,0
40077250,0
40077302,0
40077509,0
40077639,0
40077745,0
40077746,1
40077771,0
40077856,0
40077860,0
40077888,0
40078311,0
40078432,1
40078517,0
40078535,0
40078637,1
40078817,0
40078830,0
40078907,0
40078918,0
40079005,0
40079057,0
40079121,0
40079174,0
40079176,0
40079233,0
40079393,1
40079437,0
40079582,1
40079626,0
40079678,0
40079740,0
40079883,1
40079953,1
40079959,0
40079987,0
40079990,0
40080083,0
40080244,1
40080251,0
40080284,0
40080354,0
40080440,0
40080474,0
40080512,0
40080679,0
40080741,0
40080752,0
40080868,0
40080891,0
40080920,0
40080951,1
40080983,0
40080995,1
40081027,0
40081115,0
40081185,0
40081272,0
40081285,0
40081409,0
40081425,0
40081472,0
40081534,1
40081637,1
40081691,0
40081927,0
40082047,1
40082059,0
40082070,1
40082105,0
40082148,0
40082280,0
40082310,0
40082543,0
40082716,0
40082729,0
40082741,0
40082797,0
40082835,0
40082878,0
40083005,0
40083092,0
40083097,0
40083224,0
40083252,0
40083262,0
40083392,0
40083410,0
40083502,0
40083535,1
40083646,0
40083752,1
40083774,0
40083788,0
40083901,0
40083930,0
40084059,1
40084078,0
40084099,0
40084195,1
40084347,1
40084351,0
40084352,0
40084390,0
40084443,0
40084557,0
40084755,0
40084809,0
40084832,0
40084855,0
40084933,0
40084946,1
40085030,1
40085043,0
40085149,0
40085532,0
40085579,0
40085633,1
40085710,0
40085738,0
40085754,0
40085826,0
40085957,0
40086210,0
40086242,0
40086267,0
40086277,1
40086279,0
40086293,0
40086305,0
40086467,0
40086700,0
40086796,1
40086816,0
40086831,0
40086863,1
40086912,1
40086939,0
40087057,0
40087087,1
40087179,1
40087280,0
40087311,0
40087556,0
40087698,0
40087710,1
40087718,1
40087802,0
40087819,0
40087833,0
40087845,0
40087914,0
40087925,0
40088210,0
40088288,0
40088313,0
40088468,0
40088485,1
40088708,1
40088780,0
40088997,0
40089028,0
40089103,1
40089161,1
40089196,0
40089204,0
40089253,0
40089319,0
40089361,0
40089387,0
40089426,0
40089485,0
40089487,0
40089491,0
40089510,0
40089525,0
40089617,0
40089705,0
40089781,0
40089837,0
40090029,1
40090033,0
40090063,0
40090064,1
40090100,0
40090103,0
40090186,0
40090249,0
40090382,0
40090387,0
40090705,0
40090773,0
40090864,0
40090898,0
40091008,0
40091202,0
40091228,0
40091233,0
40091335,0
40091351,0
40091425,0
40091458,0
40091608,1
40091687,1
40091894,0
40091898,0
40092047,0
40092103,1
40092156,0
40092251,0
40092278,1
40092590,1
40092674,0
40092704,0
40092719,0
40092828,0
40092844,0
40092867,0
40093012,0
40093036,0
40093088,0
40093156,0
40093303,0
40093417,0
40093554,0
40093589,0
40093642,1
40093685,0
40093721,0
40093842,0
40093867,0
40093872,0
40093944,1
40094121,0
40094134,1
40094146,1
40094403,0
40094416,0
40094420,1
40094440,0
40094484,0
40094576,0
40094628,0
40094640,0
40094829,1
40094887,0
40094959,0
40095059,1
40095071,0
40095085,0
40095256,0
40095424,0
40095473,1
40095637,1
40095714,1
40095794,1
40095829,0
40095844,1
40095847,0
40095871,0
40095980,0
40096011,0
40096220,0
40096257,1
40096330,0
40096367,0
40096473,1
40096599,1
40096780,0
40096791,0
40096976,0
40097211,0
40097255,0
40097287,0
40097329,0
40097373,0
40097441,0
40097572,0
40097592,1
40097672,0
40097715,1
40097758,0
40097869,0
40097883,0
40097949,1
40097999,0
40098055,0
40098095,1
40098248,0
40098250,0
40098274,0
40098323,0
40098366,1
40098495,0
40098553,0
40098654,0
40098672,0
40098680,1
40098706,0
40098903,0
40098962,0
40099110,1
40099120,1
40099210,0
40099374,0
40099414,0
40099590,0
40099661,1
40099761,0
40099878,0
40099914,0
40099953,0
40100072,0
40100312,0
40100403,0
40100460,0
40100589,0
40100596,1
40100609,0
40100644,0
40100692,1
40100699,0
40100832,1
40100877,0
40101002,0
40101069,0
40101107,0
40101178,0
40101181,0
40101214,0
40101289,0
40101322,1
40101335,0
40101374,0
40101409,0
40101489,0
40101569,0
40101871,0
40101907,0
40102097,1
40102148,0
40102210,0
40102300,0
40102419,0
40102479,0
40102590,1
40102624,0
40102824,0
40103080,1
40103145,1
40103159,1
40103170,0
40103180,1
40103207,0
40103297,0
40103510,1
40103587,0
40103638,0
40103660,0
40103790,0
40103817,0
40103870,0
40104129,0
40104211,0
40104276,1
40104294,0
40104306,0
40104382,1
40104410,0
40104421,1
40104475,1
40104510,0
40104536,0
40104539,0
40104690,0
40104795,0
40104930,1
40104953,1
40104988,0
40105067,0
40105122,0
40105149,0
40105160,0
40105314,0
40105405,0
40105462,0
40105469,0
40105485,0
40105488,0
40105564,1
40105893,0
40105933,0
40105963,0
40106211,1
40106296,0
40106318,0
40106325,0
40106478,0
40106662,0
40106705,0
40106917,1
40107137,1
40107256,0
40107433,0
40107454,0
40107524,0
40107525,0
40107558,0
40107589,1
40107629,1
40107808,0
40108246,0
40108354,0
40108553,0
40108671,1
40108697,0
40108991,0
40109219,0
40109232,0
40109316,1
40109616,0
40109711,1
40109722,0
40109823,0
40109831,0
40109846,0
40109885,0
40109926,0
40110002,1
40110023,0
40110149,0
40110154,0
40110291,0
40110292,0
40110393,1
40110518,0
40110564,1
40110625,1
40110765,1
40110910,0
40110951,1
40111035,0
40111050,1
40111146,1
40111336,1
40111366,0
40111504,0
40111600,0
40111656,0
40111705,0
40111794,0
40111916,0
40111948,0
40112172,0
40112199,0
40112288,0
40112441,0
40112564,0
40112675,0
40112698,0
40112794,0
40112798,0
40112942,0
40112982,0
40113026,0
40113087,1
40113161,0
40113313,0
40113456,0
40113580,0
40113618,0
40113663,1
40113874,0
40114018,0
40114038,1
40114109,0
40114123,0
40114199,0
40114230,0
40114252,0
40114302,0
40114487,1
40114644,0
40114651,0
40114752,0
40114767,1
40114812,0
40114881,0
40114938,0
40114941,0
40115061,0
40115109,0
40115232,0
40115297,0
40115305,0
40115423,0
40115443,0
40115451,0
40115663,0
40115708,0
40115794,0
40116064,0
40116067,0
40116231,0
40116328,0
40116365,0
40116462,0
40116512,0
40116551,1
40116624,0
40116689,0
40116729,0
40116856,0
40117014,0
40117046,0
40117054,0
40117091,0
40117155,0
40117230,0
40117299,0
40117303,0
40117439,0
40117592,0
40117796,1
40117924,0
40118102,0
40118173,0
40118346,0
40118353,0
40118394,0
40118563,0
40118661,1
40118717,0
40118816,0
40118891,0
40119006,0
40119017,0
40119097,0
40119220,0
40119398,0
40119524,0
40119613,0
40119854,0
40119862,0
40119940,0
40120074,1
40120161,0
40120230,0
40120554,0
40120700,0
40120857,0
40120986,0
40121072,0
40121458,0
40121460,0
40121469,1
40121587,0
40121732,1
40121850,0
40121900,0
40122041,1
40122052,0
40122064,0
40122069,0
40122096,0
40122119,0
40122152,0
40122200,1
40122294,1
40122454,0
40122593,0
40122602,0
40122672,0
40122678,0
40122690,0
40122778,1
40123106,0
40123139,0
40123164,0
40123195,0
40123206,1
40123379,0
40123386,0
40123418,0
40123424,1
40123527,1
40123552,0
40123560,0
40123562,0
40123617,0
40123831,0
40123949,0
40124094,0
40124195,0
40124209,0
40124612,0
40124737,0
40124769,0
40124866,0
40124893,0
40125063,0
40125129,1
40125155,0
40125198,0
40125251,1
40125272,1
40125275,1
40125315,1
40125345,1
40125347,0
40125350,0
40125356,0
40125386,0
40125444,0
40125469,0
40125599,0
40125669,0
40125895,1
40125907,0
40125918,0
40126048,0
40126067,0
40126068,0
40126083,0
40126110,0
40126118,0
40126254,0
40126356,0
40126417,0
40126480,0
40126500,0
40126564,0
40126608,0
40126746,0
40126814,1
40126890,1
40126942,0
40127028,0
40127057,0
40127080,0
40127234,0
40127379,0
40127494,0
40127764,0
40128004,1
40128373,0
40128406,1
40128597,0
40128918,0
40128981,0
40129001,0
40129267,0
40129273,0
40129356,1
40129448,0
40129458,0
40129565,0
40129566,0
40129588,0
40129685,1
40129749,0
40129889,1
40129996,1
40130028,0
40130095,0
40130136,0
40130210,0
40130219,0
40130248,0
40130270,1
40130272,0
40130377,0
40130403,0
40130422,0
40130497,0
40130535,1
40130675,0
40130714,0
40130721,0
40130909,0
40130917,1
40130930,0
40131011,0
40131027,0
40131181,0
40131222,0
40131331,0
40131441,1
40131508,0
40131573,1
40131616,1
40131648,0
40131655,0
40131695,0
40131799,0
40131841,0
40131952,0
40132041,1
40132099,1
40132131,0
40132161,1
40132285,1
40132291,0
40132340,0
40132418,0
40132581,1
40132652,0
40132790,1
40132919,0
40132945,0
40132988,0
40133055,0
40133275,0
40133288,0
40133343,0
40133472,0
40133489,0
40133664,0
40133683,0
40133749,0
40133836,0
40133932,0
40134008,0
40134045,0
40134092,0
40134224,1
40134244,0
40134256,0
40134604,0
40134612,1
40134689,0
40134874,0
40134922,0
40134986,0
40135060,0
40135149,0
40135157,0
40135184,0
40135418,1
40135470,0
40135483,0
40135490,0
40135500,0
40135634,0
40135845,0
40135941,0
40136068,0
40136089,1
40136127,0
40136149,0
40136162,1
40136200,0
40136277,0
40136278,1
40136390,0
40136573,0
40136664,0
40136703,0
40136825,1
40136984,0
40137044,0
40137059,0
40137065,0
40137091,0
40137183,1
40137360,0
40137471,0
40137590,0
40137602,1
40137610,0
40137632,0
40137707,1
40137832,0
40137931,1
40138041,0
40138122,0
40138123,0
40138127,0
40138545,0
40138587,0
40138608,0
40138660,0
40138674,0
40138711,0
40138793,0
40138821,0
40138928,0
40138938,0
40138951,0
40138990,0
40138999,0
40139011,0
40139050,0
40139208,0
40139336,0
40139491,1
40139568,0
40139617,0
40139659,0
40139760,0
40139842,0
40140086,0
40140214,0
40140224,0
40140338,0
40140368,1
40140665,0
40140736,0
40140844,0
40140981,0
40141072,0
40141198,0
40141358,0
40141596,0
40141751,0
40141856,0
40141906,1
40142213,0
40142429,1
40142430,1
40142606,0
40142631,1
40142658,0
40142711,0
40142832,0
40142834,0
40142858,1
40143028,0
40143074,0
40143247,0
40143405,0
40143459,0
40143591,0
40143760,0
40143990,0
40144030,0
40144033,0
40144034,0
40144120,0
40144308,0
40144368,0
40144374,0
40144471,0
40144487,0
40144785,0
40145250,0
40145360,0
40145406,0
40145410,0
40145444,1
40145505,0
40145613,0
40145615,0
40145673,0
40145844,0
40146120,0
40146125,0
40146149,1
40146172,0
40146310,0
40146436,0
40146667,0
40146773,0
40146847,0
40146869,0
40146943,0
40146994,0
40147045,0
40147116,0
40147159,0
40147180,0
40147194,0
40147316,1
40147393,1
40147476,0
40147485,0
40147572,0
40147713,1
40147853,0
40148036,0
40148056,0
40148089,0
40148126,1
40148141,0
40148297,0
40148311,0
40148312,0
40148465,0
40148553,0
40148567,0
40148607,1
40148610,0
40148640,0
40148706,0
40148724,0
40148793,0
40148845,0
40148872,0
40149096,0
40149209,0
40149221,0
40149280,0
40149426,0
40149537,0
40149702,0
40149839,0
40149880,0
40149949,0
40149970,0
40150015,0
40150038,0
40150142,0
40150171,0
40150241,0
40150414,0
40150487,0
40150534,0
40150538,0
40150601,0
40150641,0
40150671,0
40150676,1
40150846,0
40150859,0
40150978,0
40151117,0
40151119,1
40151357,0
40151358,0
40151559,0
40151567,0
40151634,1
40151675,0
40151687,0
40151881,0
40151931,0
40152012,1
40152176,1
40152186,0
40152215,0
40152237,0
40152256,0
40152279,1
40152299,0
40152422,1
40152655,1
40152659,1
40152928,0
40152946,0
40152961,1
40152994,0
40153192,1
40153264,0
40153272,1
40153337,0
40153621,0
40153784,0
40154043,0
40154061,0
40154168,0
40154298,0
40154315,0
40154321,0
40154436,1
40154499,1
40154541,0
40154542,1
40154585,1
40154687,0
40154839,1
40154869,0
40154929,0
40154982,0
40155027,0
40155387,0
40155590,0
40155677,1
40155698,0
40155749,0
40155753,1
40155790,0
40155858,0
40155874,0
40155905,0
40155908,0
40155911,0
40155917,0
40155959,0
40155998,0
40156059,0
40156141,0
40156244,0
40156297,1
40156458,0
40156473,1
40156527,1
40156549,0
40156644,0
40156651,0
40156858,0
40156874,0
40156938,0
40156993,1
40157050,0
40157122,1
40157149,0
40157209,0
40157219,0
40157227,0
40157240,0
40157311,0
40157545,0
40157547,0
40157621,0
40157637,0
40157664,0
40157675,0
40157737,0
40157754,0
40157817,0
40157831,0
40157951,0
40157953,0
40158009,0
40158127,1
40158155,1
40158220,0
40158253,0
40158317,0
40158473,0
40158549,1
40158570,0
40158587,0
40158630,0
40158653,0
40158792,0
40158793,0
40158856,0
40158932,0
40159077,0
40159117,0
40159156,0
40159218,0
40159267,0
40159286,1
40159293,0
40159341,0
40159377,0
40159378,1
40159471,0
40159514,1
40159538,0
40159560,1
40159604,0
40159679,0
40159693,0
40159719,0
40159751,0
40159791,0
40159939,0
40159990,0
40160019,0
40160106,0
40160135,0
40160243,0
40160264,0
40160349,0
40160436,0
40160613,0
40160633,1
40160717,0
40160829,0
40160837,0
40160939,0
40160986,0
40161021,0
40161080,0
40161118,0
40161137,0
40161144,1
40161161,0
40161166,0
40161186,0
40161258,0
40161280,0
40161404,0
40161421,1
40161452,0
40161479,0
40161545,0
40161607,0
40161627,0
40161648,0
40161745,0
40161846,0
40162004,0
40162025,0
40162058,0
40162070,0
40162205,1
40162213,0
40162257,0
40162279,0
40162380,0
40162392,0
40162484,0
40162875,0
40162898,0
40162989,0
40163163,0
40163267,0
40163280,0
40163282,1
40163347,0
40163361,0
40163379,1
40163397,0
40163428,0
40163483,0
40163500,0
40163503,1
40163565,1
40163615,0
40163924,1
40163935,0
40164054,0
40164059,0
40164074,0
40164161,0
40164260,1
40164279,0
40164280,1
40164315,1
40164340,0
40164399,0
40164425,0
40164459,0
40164798,0
40164840,1
40164950,0
40164993,0
40165006,0
40165035,0
40165053,1
40165069,0
40165354,0
40165534,0
40165550,0
40165582,1
40165720,0
40165800,0
40165874,0
40166011,0
40166015,0
40166036,0
40166044,0
40166081,0
40166082,0
40166222,0
40166253,0
40166318,0
40166398,0
40166533,0
40166642,0
40166730,0
40166738,0
40166765,0
40166890,1
40167008,0
40167087,0
40167169,0
40167221,0
40167328,0
40167491,0
40167524,0
40167532,0
40167542,0
40167599,1
40167614,1
40167698,0
40167738,0
40167750,0
40167770,1
40167779,0
40167834,1
40167846,1
40167871,1
40168027,1
40168049,1
40168052,0
40168080,0
40168099,1
40168193,1
40168207,0
40168236,1
40168353,0
40168523,0
40168585,0
40168768,0
40168792,0
40168800,0
40168885,0
40168909,0
40168962,1
40169148,0
40169179,0
40169186,0
40169302,1
40169327,0
40169356,0
40169360,0
40169410,1
40169425,0
40169429,1
40169467,0
40169650,0
40169685,0
40169767,0
40169816,0
40169932,0
40170199,0
40170247,0
40170260,1
40170289,0
40170317,0
40170319,0
40170564,0
40170598,1
40170600,0
40170605,0
40170626,0
40170705,0
40170707,1
40170708,0
40170720,0
40170762,0
40170834,1
40170937,0
40170968,0
40171101,0
40171128,0
40171164,0
40171172,0
40171209,0
40171258,0
40171296,0
40171392,0
40171516,0
40171564,0
40171577,0
40171612,0
40171760,0
40171860,0
40172036,1
40172050,1
40172135,0
40172184,0
40172310,0
40172386,0
40172414,0
40172432,0
40172472,0
40172487,0
40172488,0
40172545,0
40172549,1
40172572,0
40172599,0
40172778,0
40172832,0
40172862,1
40172877,0
40172880,0
40172927,0
40172932,0
40173057,0
40173058,0
40173060,1
40173081,0
40173096,1
40173157,0
40173179,0
40173200,0
40173237,0
40173300,1
40173315,0
40173353,0
40173356,0
40173433,0
40173494,1
40173507,0
40173598,0
40173607,1
40173632,0
40173635,0
40173697,1
40173714,0
40173731,0
40173743,1
40173887,0
40173992,1
40174081,0
40174090,0
40174163,0
40174214,0
40174325,0
40174332,0
40174367,0
40174426,0
40174460,0
40174533,0
40174635,0
40174655,0
40174745,0
40174868,0
40174939,0
40174987,0
40175000,0
40175031,1
40175060,0
40175220,0
40175227,0
40175233,0
40175263,0
40175264,0
40175414,0
40175422,1
40175620,0
40175625,1
40175654,0
40175656,0
40175673,1
40175730,0
40175735,0
40175738,1
40175802,1
40175875,0
40176036,0
40176109,1
40176110,1
40176120,0
40176298,1
40176309,0
40176316,1
40176318,0
40176373,1
40176386,0
40176395,0
40176443,0
40176470,0
40176545,0
40176588,0
40176648,0
40176733,0
40176795,0
40176849,1
40176893,0
40176956,0
40176999,0
40177116,0
40177137,0
40177206,0
40177285,1
40177291,0
40177364,0
40177376,0
40177565,0
40177569,0
40177573,0
40177702,0
40177720,0
40177817,0
40177875,0
40177893,1
40177995,0
40178005,0
40178183,0
40178195,0
40178207,1
40178211,0
40178410,0
40178472,0
40178855,0
40178941,1
40179095,0
40179159,0
40179334,0
40179383,0
40179384,1
40179514,0
40179588,0
40179658,0
40179923,1
40179975,0
40180004,0
40180065,0
40180076,0
40180137,0
40180186,0
40180271,0
40180294,0
40180609,0
40180651,0
40180787,0
40180865,0
40180906,0
40181029,0
40181051,1
40181093,0
40181252,0
40181282,0
40181302,0
40181322,1
40181372,0
40181398,1
40181400,1
40181409,0
40181416,0
40181448,0
40181453,1
40181481,0
40181602,0
40181618,0
40181629,0
40181720,0
40181860,0
40182011,1
40182028,0
40182068,0
40182108,0
40182110,0
40182125,1
40182158,1
40182171,0
